id,semantic_compare,consecutive_equivalent_count,consecutive_incomparable_count,consecutive_s1_refines_s2_count,consecutive_s2_refines_s1_count
4662,"['s1_refines_s2', 'incomparable', 'equivalent']",0,0,0,0
4666,"['s1_refines_s2', 'incomparable', 'equivalent']",0,0,0,0
6609,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
29121,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
12441,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
48464,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
48466,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
12443,[],0,0,0,0
11058,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
11059,"['ERROR', 'ERROR']",0,0,0,0
54637,[],0,0,0,0
56730,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'unknown', 'incomparable', 'equivalent', 'equivalent']",2,0,0,0
17451,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'unknown', 'incomparable', 'equivalent', 'equivalent']",2,0,0,0
6275,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'unknown', 'incomparable', 'equivalent', 'equivalent']",2,0,0,0
4223,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'unknown', 'incomparable', 'equivalent', 'incomparable']",1,0,0,0
4801,['equivalent'],0,0,0,0
4311,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1']",1,0,0,0
4313,[],0,0,0,0
4319,[],0,0,0,0
4318,[],0,0,0,0
4317,[],0,0,0,0
4316,[],0,0,0,0
4511,"['ERROR', 'ERROR', 'equivalent']",0,0,0,0
23080,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
4399,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
23033,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
6610,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
6620,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
45545,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']",0,1,0,0
30339,['ERROR'],0,0,0,0
4632,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']",0,0,0,0
6604,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']",0,0,0,0
29120,[],0,0,0,0
6606,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']",0,0,0,0
46524,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
6605,['ERROR'],0,0,0,0
23060,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR']",0,0,0,0
4633,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR']",0,0,0,0
23248,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR']",0,0,0,0
4366,"['ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
54297,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
46667,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
4513,['incomparable'],0,0,0,0
9088,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
9062,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
47490,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
9090,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
23082,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
48829,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",5,0,0,1
4724,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
4722,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
54224,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,1
4434,"['equivalent', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1']",0,0,0,0
4472,"['equivalent', 'incomparable', 'incomparable', 's1_refines_s2']",0,1,0,0
4492,"['equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 'ERROR', 'ERROR']",3,0,0,0
4494,[],0,0,0,0
4495,[],0,0,0,0
4496,[],0,0,0,0
4533,"['equivalent', 's2_refines_s1']",0,0,0,0
5467,['equivalent'],0,0,0,0
6625,['equivalent'],0,0,0,0
5494,['equivalent'],0,0,0,0
6139,"['equivalent', 'equivalent']",1,0,0,0
10973,"['s2_refines_s1', 'equivalent', 'ERROR', 'ERROR']",0,0,0,0
5468,"['s2_refines_s1', 'equivalent']",0,0,0,0
6627,"['s2_refines_s1', 'equivalent']",0,0,0,0
47761,[],0,0,0,0
54332,"['s2_refines_s1', 'equivalent']",0,0,0,0
6141,"['s2_refines_s1', 'equivalent']",0,0,0,0
11181,"['s2_refines_s1', 'equivalent']",0,0,0,0
47491,"['s2_refines_s1', 'equivalent']",0,0,0,0
17433,"['s2_refines_s1', 'equivalent']",0,0,0,0
9323,"['s2_refines_s1', 'equivalent']",0,0,0,0
17897,"['s2_refines_s1', 'equivalent']",0,0,0,0
47760,"['s2_refines_s1', 'equivalent']",0,0,0,0
47957,"['s2_refines_s1', 'equivalent', 'equivalent']",1,0,0,0
4568,"['s2_refines_s1', 'incomparable']",0,0,0,0
54055,['equivalent'],0,0,0,0
54360,['equivalent'],0,0,0,0
54338,['equivalent'],0,0,0,0
54415,['equivalent'],0,0,0,0
47543,"['equivalent', 'equivalent']",1,0,0,0
21188,[],0,0,0,0
17518,['equivalent'],0,0,0,0
47762,['equivalent'],0,0,0,0
17434,['equivalent'],0,0,0,0
17426,['equivalent'],0,0,0,0
47360,['equivalent'],0,0,0,0
21349,['equivalent'],0,0,0,0
21335,['equivalent'],0,0,0,0
47960,"['equivalent', 'equivalent']",1,0,0,0
9624,['equivalent'],0,0,0,0
54243,['equivalent'],0,0,0,0
5503,['equivalent'],0,0,0,0
54382,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
54449,['equivalent'],0,0,0,0
29122,['equivalent'],0,0,0,0
54544,['equivalent'],0,0,0,0
54534,['equivalent'],0,0,0,0
54570,['equivalent'],0,0,0,0
54553,"['equivalent', 'equivalent']",1,0,0,0
6649,['equivalent'],0,0,0,0
6630,['equivalent'],0,0,0,0
54612,"['ERROR', 'ERROR']",0,0,0,0
54591,['equivalent'],0,0,0,0
54409,['equivalent'],0,0,0,0
17644,['equivalent'],0,0,0,0
21350,"['s1_refines_s2', 'equivalent']",0,0,0,0
29102,"['s1_refines_s2', 'equivalent']",0,0,0,0
54408,"['s1_refines_s2', 'equivalent']",0,0,0,0
6399,"['s1_refines_s2', 'equivalent']",0,0,0,0
29246,"['s1_refines_s2', 'equivalent']",0,0,0,0
54359,"['s1_refines_s2', 'equivalent']",0,0,0,0
54335,"['s1_refines_s2', 'equivalent']",0,0,0,0
54618,"['s1_refines_s2', 'equivalent']",0,0,0,0
6629,"['s1_refines_s2', 'equivalent']",0,0,0,0
54308,"['s1_refines_s2', 'equivalent']",0,0,0,0
20297,"['s1_refines_s2', 'equivalent']",0,0,0,0
54054,"['s1_refines_s2', 'equivalent']",0,0,0,0
54542,"['s1_refines_s2', 'equivalent']",0,0,0,0
15696,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
54552,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
54345,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
6648,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
47493,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
21208,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
17435,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
54543,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
47535,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
54363,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
9625,"['s1_refines_s2', 's2_refines_s1', 'equivalent']",0,0,0,0
54362,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent']",0,0,0,0
47534,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent']",0,0,0,0
54333,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent']",0,0,0,0
5511,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent']",0,0,0,0
54412,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent']",0,0,0,0
7967,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
11182,['equivalent'],0,0,0,0
4575,"['ERROR', 'ERROR', 'unknown']",0,0,0,0
12507,[],0,0,0,0
12505,"['equivalent', 'equivalent']",1,0,0,0
4578,['ERROR'],0,0,0,0
4579,[],0,0,0,0
4582,[],0,0,0,0
4584,"['equivalent', 'equivalent']",1,0,0,0
4587,[],0,0,0,0
4603,"['equivalent', 'ERROR', 'ERROR']",0,0,0,0
4608,"['equivalent', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR']",0,0,0,0
23058,"['equivalent', 'ERROR', 'ERROR', 'equivalent']",0,0,0,0
4617,[],0,0,0,0
4621,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
4623,['equivalent'],0,0,0,0
4630,"['equivalent', 's1_refines_s2', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
4638,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
4641,[],0,0,0,0
4644,[],0,0,0,0
29698,"['s1_refines_s2', 'equivalent', 'unknown', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'unknown', 'equivalent']",0,0,0,0
54287,"['s1_refines_s2', 'equivalent', 'unknown', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'unknown', 'equivalent']",0,0,0,0
54380,"['s1_refines_s2', 'equivalent', 'unknown', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'unknown', 'equivalent']",0,0,0,0
46618,"['s1_refines_s2', 'equivalent', 'unknown', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'unknown', 'equivalent']",0,0,0,0
4650,"['s1_refines_s2', 'equivalent', 'unknown', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'unknown', 'equivalent', 'ERROR', 'ERROR']",0,0,0,0
4651,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
4667,"['s1_refines_s2', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable']",0,2,0,0
4670,"['s1_refines_s2', 'incomparable', 'ERROR', 'ERROR', 'incomparable']",0,0,0,0
4682,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR']",3,0,0,0
4683,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR']",3,0,0,0
4684,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's2_refines_s1', 'incomparable', 'ERROR']",2,0,0,0
4685,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
4712,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR']",0,0,0,0
4704,"['s2_refines_s1', 'equivalent', 'ERROR']",0,0,0,0
4710,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
4718,"['s1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1']",0,0,0,0
4719,"['ERROR', 'ERROR', 's2_refines_s1', 'equivalent', 's2_refines_s1']",0,0,0,0
4723,"['equivalent', 'equivalent']",1,0,0,0
4730,"['s2_refines_s1', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable']",0,0,0,0
4731,['equivalent'],0,0,0,0
4732,[],0,0,0,0
4736,"['s2_refines_s1', 'incomparable', 's1_refines_s2']",0,0,0,0
23415,['equivalent'],0,0,0,0
6314,['equivalent'],0,0,0,0
23590,['equivalent'],0,0,0,0
5980,['equivalent'],0,0,0,0
5043,"['equivalent', 'incomparable', 'incomparable']",0,1,0,0
5441,['equivalent'],0,0,0,0
5236,['equivalent'],0,0,0,0
5931,"['equivalent', 'equivalent']",1,0,0,0
5339,['equivalent'],0,0,0,0
6079,['equivalent'],0,0,0,0
5181,['equivalent'],0,0,0,0
4804,['equivalent'],0,0,0,0
5618,"['equivalent', 'equivalent']",1,0,0,0
10795,['equivalent'],0,0,0,0
24149,['equivalent'],0,0,0,0
23267,['equivalent'],0,0,0,0
17410,['equivalent'],0,0,0,0
23648,['equivalent'],0,0,0,0
4743,[],0,0,0,0
4790,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'equivalent']",4,0,1,6
4796,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",4,0,1,6
4800,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",6,0,1,6
24138,['equivalent'],0,0,0,0
5029,['equivalent'],0,0,0,0
23350,"['equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",6,0,0,0
21375,['equivalent'],0,0,0,0
21444,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
6549,"['equivalent', 'equivalent']",1,0,0,0
5052,['equivalent'],0,0,0,0
5325,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
5341,"['equivalent', 'equivalent']",1,0,0,0
29202,['equivalent'],0,0,0,0
23649,['equivalent'],0,0,0,0
23239,['equivalent'],0,0,0,0
23589,['equivalent'],0,0,0,0
4813,[],0,0,0,0
4815,['s2_refines_s1'],0,0,0,0
4819,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
4837,[],0,0,0,0
4842,"['equivalent', 'equivalent', 'equivalent', 'equivalent']",3,0,0,0
4913,[],0,0,0,0
4993,[],0,0,0,0
4995,[],0,0,0,0
4997,[],0,0,0,0
4999,[],0,0,0,0
5019,[],0,0,0,0
5021,[],0,0,0,0
5022,[],0,0,0,0
5023,[],0,0,0,0
5059,['equivalent'],0,0,0,0
5026,"['equivalent', 'equivalent']",1,0,0,0
5032,[],0,0,0,0
5039,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
5042,"['equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
5044,[],0,0,0,0
5045,[],0,0,0,0
5046,[],0,0,0,0
5048,[],0,0,0,0
6288,['equivalent'],0,0,0,0
5054,"['equivalent', 's1_refines_s2']",0,0,0,0
5058,"['ERROR', 'ERROR']",0,0,0,0
5060,"['s1_refines_s2', 'equivalent']",0,0,0,0
5067,"['ERROR', 'ERROR']",0,0,0,0
5071,[],0,0,0,0
6065,"['ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'equivalent']",0,1,0,0
5085,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",3,0,0,1
5105,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR']",6,0,0,1
5233,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",6,0,0,1
5093,"['ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
5235,"['ERROR', 'ERROR', 'incomparable', 'equivalent']",0,0,0,0
5102,[],0,0,0,0
5103,[],0,0,0,0
5110,['ERROR'],0,0,0,0
5115,"['equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",1,0,0,0
5137,[],0,0,0,0
5396,"['equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",3,0,0,2
5226,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
5180,"['equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR']",0,4,0,0
5310,"['s2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's2_refines_s1', 'equivalent', 's1_refines_s2', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'equivalent']",3,0,0,2
5210,"['s2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's2_refines_s1', 'equivalent', 's1_refines_s2', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 'equivalent']",2,0,0,2
5230,"['equivalent', 'equivalent', 's2_refines_s1']",1,0,0,0
5232,"['ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 's2_refines_s1', 'equivalent', 'incomparable']",1,0,0,1
5258,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 'ERROR']",0,0,0,0
